time,pos_x,pos_y,pos_z,roll,pitch,yaw
19.689,40.93978998086571,467.50722495218594,-399.1966374824955,39.29654102635455,-14.428538024742117,82.43258390106182
19.89,40.69542742264434,485.3195885995974,-410.9295664141111,34.27081793717609,-14.325300271481906,86.71487046186957
20.092,40.28907736342344,503.18302203995563,-422.94350129162774,31.25174797459324,-15.661070071460896,91.89727371882786
20.293,39.74593716590865,521.267007227973,-435.3696876907588,28.696682104951925,-17.250269854361655,93.17038593960856
20.495,39.09297976565866,539.3989841154652,-448.09315376482135,24.0544924512802,-16.854827693354718,93.05522142278727
20.696,38.354115561540965,557.7659392627222,-461.23970582211075,21.202405112182753,-17.743626676536074,93.05522142278727
20.898,37.552211563799794,576.2763206457807,-474.7571428973942,16.786895659861376,-18.234776680952237,91.43489677815728
21.1,36.711296795995565,594.8593328036745,-488.5694916656738,13.643118769446314,-18.818139412804733,91.20456774451469
21.301,35.85392386524439,613.6953996958644,-502.8246972615955,9.0828023763846,-17.897009117591857,88.65834330295328
21.503,35.02482167799787,632.6143687766187,-517.3632214775396,6.710211308559786,-18.3415681547341,81.40297874321166
21.704,34.25774941203852,651.8068342254908,-532.327979351583,6.42157198192273,-20.613389929909594,71.44955592619908
21.906,33.621308296288944,671.0442773299666,-547.5779237819238,1.3513536043866494,-21.010890982012345,59.24211714314173
22.107,33.14214529008336,690.5004335956926,-563.2474578160394,0.12114217192078831,-23.842782283290042,44.774932816088324
22.309,32.83113098046837,710.0221350916723,-579.2562408482054,-3.1959711626298732,-24.651304635252064,32.15954808289797
22.511,32.73517052976916,729.4768798966727,-595.5130323608288,-3.369013796297597,-28.18171766842586,20.758260917589688
22.712,32.850564247279834,748.9143038424845,-612.1165556794172,-5.523357781675435,-29.356576294883254,10.393454403673068
22.913,33.19758336595098,768.406206597408,-629.1386021722975,-6.128225573122818,-31.644947110733344,3.9121558251532544
23.115,33.767833574628696,787.8623459532308,-646.5015967887831,-0.5015595031272787,-34.39513530865752,0.3242941120440085
23.317,34.542606452182085,807.2111517989157,-664.1128642519825,3.2681115404698327,-35.140461723199394,-1.7486671907393154
23.518,35.54448700169011,826.6917193941925,-682.1397362528298,8.2455197970713,-35.73344287825526,-1.2857172922736144
23.72,36.75961516593258,846.2317532426654,-700.5006704348865,11.8548732136653,-35.07363140521444,-1.0542423430407597
23.922,38.173574763143186,865.778969058942,-719.0634837819883,15.999095046316306,-35.26260735695977,-0.7087487925768724
24.123,39.80041346861724,885.5414003668038,-738.0498942413835,19.22972111734747,-34.25726093355244,-0.7087487925768724
24.325,41.629669627082684,905.3653152909642,-757.2494532876336,24.567763663601077,-35.515907826862794,-0.24809072529168932
24.526,43.64133074907238,925.4556639512462,-776.8430166929949,26.36536458063209,-34.02868820050307,0.9092840208725836
24.728,45.816675814180655,945.653735227942,-796.6142648278245,30.306087394330564,-34.77926606923217,0.7941195040512898
24.929,48.16652479234725,966.1627679305954,-816.7741304964703,32.6616213590442,-33.86751270842695,0.44690708020200803
25.131,50.679191961455196,986.8100599307968,-837.1280993596392,34.89906007631045,-32.851578774803805,0.3317425633807123
25.332,53.39519478888579,1007.7971186575612,-857.8839672986958,32.307886864698155,-31.938185979640775,-0.246944809701414
25.534,56.29396739980958,1028.9075991046066,-878.825131501184,29.56684805653024,-31.672925102179487,-0.5924383601653014
25.735,59.3795606877165,1050.3077522716715,-900.2009161689407,31.9508111874328,-30.34794255333251,-0.9396507840145831
25.937,62.63930632126297,1071.7777865532769,-921.779534792037,26.052232154767363,-29.282638698016022,-0.9396507840145831
26.138,66.1123486000602,1093.5117560309732,-943.7792172576973,21.44669745340379,-27.294074473959633,-0.9396507840145831
26.34,69.74999953586513,1115.2693984877478,-965.9877755912213,22.502474544760975,-29.048279431012418,-1.2851443344784703
26.541,73.5816674783432,1137.3018771928616,-988.6278988434073,28.00985047763225,-29.778932866560314,-0.7064569613963442
26.743,77.595176350361,1159.5301036165715,-1011.591137443754,36.12889122974457,-30.593253274604802,-0.3592445375470623
26.945,81.78491252994914,1181.829405380282,-1034.75851882688,32.49919262783846,-30.55913241212925,-0.5895735711896539
27.146,86.17245508278647,1204.4387406478775,-1058.3390361916693,36.69097023415549,-30.758647934498384,-0.5895735711896539
27.348,90.70718132057867,1227.1599069752604,-1082.0851906763705,40.22964100786414,-30.821992025913364,-0.5895735711896539
27.549,95.42759104679372,1250.23890852966,-1106.2234862678984,43.697399566290756,-30.89034680294201,-0.5895735711896539
27.751,100.2804720910641,1273.4651636513197,-1130.4992084478408,47.098282717762814,-30.95209841913161,-0.5895735711896539
27.952,105.30591794708849,1297.0885520661047,-1155.1417075295792,50.43101291635583,-31.014264811350188,-0.5895735711896539
28.154,110.44571916011675,1320.88904530241,-1179.8921357895108,53.69371951914163,-31.074693018729786,-0.5895735711896539
28.355,115.74333159946796,1345.1195117878426,-1204.982446983059,56.89570429898591,-31.135681299238033,-0.5895735711896539
28.557,121.16424322610898,1369.6753209720434,-1230.2747861679336,60.03248606595448,-31.195332469705665,-0.5895735711896539
28.759,126.67112212328769,1394.4438511714136,-1255.6260177521149,63.216018472644905,-31.251099931091673,-0.5895735711896539
28.96,132.310471893648,1419.6853956912219,-1281.2726008413938,66.11531097924421,-31.30254834766883,-0.5895735711896539
29.162,138.01661837989917,1445.1578632182093,-1306.9462906376625,69.17603903359954,-31.356975013778378,-0.5895735711896539
29.363,143.8372273952774,1471.123753027234,-1332.8855978514136,72.181790583599,-31.412551982038227,-0.5895735711896539
29.565,149.70505519180327,1497.333724545869,-1358.81757445437,75.01065922436395,-31.462471733277425,-0.5895735711896539
29.766,155.66926560045945,1524.0557910689843,-1384.9848576710867,77.7863052101038,-31.514546841912974,-0.5895735711896539
29.968,161.69111281771123,1551.1650225894139,-1411.2433583956765,80.50526899926176,-31.566737509050984,-0.5895735711896539
30.17,167.73203807255447,1578.5278330085537,-1437.4471068729954,83.16882308427515,-31.61739231664398,-0.5895735711896539
30.371,173.84250753266738,1606.422185452832,-1463.8417496410548,85.78130579281678,-31.668683972559716,-0.5895735711896539
30.573,179.98308891187722,1634.7147670085483,-1490.2823577915344,88.34036957032045,-31.720106370691262,-0.5895735711896539
30.775,186.11333009054334,1663.2648497512062,-1516.6209298131814,90.95892785783586,-31.763875034157408,-0.5895735711896539
30.976,192.28475114228283,1692.3584912039532,-1543.1049679372811,93.52786191916326,-31.81107913745053,-0.5895735711896539
31.178,198.42698765628998,1721.7059716391768,-1569.457335508204,95.92862558230463,-31.85221624702712,-0.5895735711896539
31.379,204.59404491028667,1751.6019319819636,-1595.9264820707717,98.288255584324,-31.898576450962533,-0.5895735711896539
